property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermarket
40862,-37.716961,145.034423,56 Scott Grove,KINGSBURY,6227000,house,2013,3,1,2,SC_047,2.43,20009,2.414,33,0,hospital_025,0.771,S_225,1.017
75815,-37.899766,145.104694,1699 Dandenong Rd,OAKLEIGH EAST,6325000,house,2009,3,1,2,SC_087,2.391,19916,1.269,36,0,hospital_166,0.126,S_026,2.27
90538,-37.955941,145.064365,31 Regent Parade,CHELTENHAM,7161000,house,2010,3,1,2,SC_079,2.18,19866,1.47,37,0,hospital_082,0.833,S_023,0.846
11735,-37.72662,144.836345,1C Garden Avenue,KEILOR,8970000,house,2014,5,2,2,SC_107,2.55,20001,3.763,36,0,hospital_005,4.202,S_222,2.863
65224,-37.8204155,145.3171387,202 Liverpool Road,KILSYTH,2320000,house,2005,5,1,2,SC_022,3.822,19877,3.992,54,0,hospital_049,5.586,S_042,1.356
10334,-37.78549576,144.9325104,28 Bryant Street,FLEMINGTON,2200000,house,2007,4,2,0,SC_011,1.481,20040,0.372,15,0,hospital_114,1.033,S_086,0.448
84918,-37.878417,144.978738,375 Barkly Street,ELWOOD,12090000,house,2013,2,1,1,SC_015,1.097,19955,1.476,15,0,hospital_103,2.29,S_017,1.107
73361,-37.842791,145.300848,26 Avington Crescent,BORONIA,8974000,house,2016,4,2,2,SC_022,5.11,19869,2.441,53,0,hospital_049,2.721,S_042,2.218
96131,-37.906147,145.029922,7 Bethell Street,ORMOND,10560000,house,2010,3,2,2,SC_041,3.471,19940,0.869,36,0,hospital_126,1.113,S_107,1.834
83153,-37.8832858,145.2403599,30 Belindavale Drive,KNOXFIELD,5040000,house,2012,4,2,2,SC_073,5.421,19869,4.629,53,0,hospital_179,3.932,S_027,1.845
72090,-37.850599,145.271986,17 Sinclair Road,BAYSWATER,4966000,house,2010,3,1,2,SC_032,5.67,19870,1.044,50,0,hospital_002,0.637,S_139,0.96
41966,-37.745174,145.058626,26 Waiora Road,ROSANNA,12000000,house,2011,4,1,1,SC_017,1.466,19936,0.709,28,0,hospital_090,1.004,S_100,1.78
27429,-37.588684,144.930893,6 Rosewood Place,CRAIGIEBURN,4225000,house,2016,3,1,1,SC_110,1.319,40221,1.827,46,0,hospital_104,6.965,S_178,0.652
53249,-37.812135,144.99461,40 Garfield Street,RICHMOND,12740000,house,2015,2,1,1,SC_068,2.005,19977,0.268,8,0,hospital_042,0.493,S_076,0.294
54099,-37.836637,145.040841,137 Robinson Road,HAWTHORN,18480000,house,2013,4,2,3,SC_083,1.858,19910,0.738,13,0,hospital_127,1.405,S_113,1.78
76022,-37.910072,145.09515,28 Young Street,OAKLEIGH,17920000,house,2016,5,2,2,SC_087,2.689,19916,0.642,36,0,hospital_166,1.534,S_010,1.692
42590,-37.739421,145.090276,77 Rutherford Road,VIEWBANK,5710000,house,2009,4,2,2,SC_017,2.641,19936,2.159,28,0,hospital_066,3.065,S_100,2.92
29839,-37.777954,144.992037,28 Bridge Street,NORTHCOTE,8150000,house,2010,3,1,1,SC_008,4.248,20017,0.083,18,0,hospital_035,2.177,S_200,2.563
37465,-37.646472,145.055493,48  Halter Crescent,EPPING,5160000,house,2015,3,2,1,SC_062,2.708,45795,1.06,46,0,hospital_053,3.484,S_083,1.706
24214,-37.702505,144.964427,24 McDougall Street,FAWKNER,4260000,house,2010,2,1,0,SC_030,3.559,19961,0.53,35,0,hospital_139,3.403,S_161,1.543
57648,-37.822802,145.158543,14 Parkside Street,BLACKBURN,25840000,house,2015,4,2,1,SC_002,1.199,19898,0.809,35,0,hospital_060,1.151,S_018,1.376
96475,-38.01461,145.2825,120 Hinrichsen Drive,HALLAM,9520000,house,2016,4,3,2,SC_077,3.177,19885,1.169,59,0,hospital_069,2.646,S_087,1.614
33501,-37.70441,145.021741,10 Darebin Boulevard,RESERVOIR,3616000,house,2013,3,2,2,SC_047,3.875,20009,1.144,33,0,hospital_025,2.349,S_225,2.364
56798,-37.845502,145.127595,58A Eley Road,BURWOOD,10800000,house,2015,4,2,2,SC_037,2.98,20042,2.975,30,0,hospital_047,0.606,S_097,1.006
61910,-37.787503,145.251419,4 Cobain Court,RINGWOOD,6856000,house,2015,4,3,2,SC_022,3.069,19878,2.714,51,0,hospital_164,2.285,S_157,1.127
34123,-37.70698166,144.9855042,199 Broadhurst Avenue,RESERVOIR,5555000,house,2008,4,2,2,SC_103,3.907,20009,2.117,33,0,hospital_139,1.616,S_030,2.524
62503,-37.83513,145.241896,11 Eden Avenue,HEATHMONT,6570000,house,2012,4,2,2,SC_032,2.744,19871,0.793,46,0,hospital_179,2.033,S_139,2.364
72931,-37.871428,145.285573,132 Dorset Road,BORONIA,6435000,house,2015,4,1,3,SC_049,3.242,19869,1.226,53,0,hospital_049,1.015,S_146,1.05
43008,-37.721329,145.099515,24 Cascades View,YALLAMBIE,4800000,house,2015,3,2,2,SC_017,4.705,19984,1.803,34,0,hospital_075,1.888,S_020,1.852
43768,-37.70631409,145.0827484,4 Princes St,WATSONIA,5304000,house,2007,4,1,2,SC_017,5.645,19984,0.525,34,0,hospital_075,2.04,S_020,1.536
90124,-37.966293,145.060751,18 Centre Dandenong Road,CHELTENHAM,4240000,house,2011,2,1,3,SC_003,2.542,19866,0.545,37,0,hospital_082,0.735,S_023,0.875
12573,-37.700450000000004,144.749623,2 Pimelea Way,HILLSIDE,4070000,house,2010,3,2,2,SC_048,3.689,20000,2.164,39,0,hospital_057,8.792,S_163,0.752
36431,-37.66797256,145.0310669,39 Queen Street,LALOR,3132000,house,2009,3,1,0,SC_062,5.129,20006,1.245,40,0,hospital_053,2.232,S_229,0.981
55695,-37.838149,145.078465,45 Doonkuna Avenue,CAMBERWELL,22560000,house,2016,3,2,2,SC_099,2.364,19850,0.698,32,0,hospital_168,2.243,S_160,0.744
24580,-37.717443,144.966182,75 Argyle Street,FAWKNER,5473000,house,2011,2,1,1,SC_030,2.185,19963,0.579,32,0,hospital_139,2.807,S_030,2.043
15677,-37.748028,144.886987,3/37 Garnet Street,NIDDRIE,7665000,house,2009,3,2,2,SC_082,2.263,20037,2.72,21,0,hospital_184,1.715,S_197,2.103
34669,-37.720757,144.997287,31 Pine Street,RESERVOIR,6192000,house,2013,3,1,1,SC_103,2.136,20010,0.957,32,0,hospital_139,0.361,S_030,1.558
31989,-37.744975,145.013435,16 Jackman Street,PRESTON,15215000,house,2015,3,1,2,SC_103,1.176,20013,1.171,25,0,hospital_035,2.056,S_105,1.098
78942,-37.952195,145.149285,30  St Johns Avenue,SPRINGVALE,12315000,house,2012,3,1,2,SC_057,4.981,19913,0.472,44,0,hospital_124,3.303,S_075,0.249
90622,-37.955694,145.066028,38 Fairview Avenue,CHELTENHAM,9860000,house,2012,3,2,1,SC_079,2.309,19866,1.581,37,0,hospital_082,0.968,S_023,0.989
79535,-37.989527,145.170021,106 Kingsclere Avenue,KEYSBOROUGH,9800000,house,2016,3,2,2,SC_057,0.46,19889,2.271,51,0,hospital_096,0.465,S_079,0.449
72726,-37.85678101,145.2719421,1/19 Browning Road,BORONIA,4620000,house,2009,3,1,1,SC_049,5.264,19869,1.167,53,0,hospital_002,0.361,S_024,1.238
36228,-37.674715,145.031232,182 Dalton Road,LALOR,2848000,house,2011,3,1,0,SC_062,5.426,20006,1.582,40,0,hospital_053,2.885,S_228,1.273
20710,-37.767511999999996,144.967503,193 Victoria Street,BRUNSWICK,9954000,house,2010,3,1,0,SC_030,4.197,19968,0.697,21,0,hospital_144,1.285,S_074,0.707
82581,-37.902664,145.274865,15 Jubilee Drive,ROWVILLE,5144000,house,2012,4,2,2,SC_049,3.072,19868,2.942,55,0,hospital_150,3.402,S_199,2.015
16531,-37.71280289,144.939621,14 Jensen Street,HADFIELD,4015000,house,2008,2,1,1,SC_030,2.37,20033,1.694,31,0,hospital_184,4.476,S_004,0.648
87627,-37.934795,145.021798,31a Smith Street,HAMPTON,6660000,house,2013,3,1,1,SC_046,1.544,19937,1.313,38,0,hospital_110,1.331,S_214,1.183
18441,-37.688037,144.911044,21 Bliburg Street,JACANA,3731000,house,2012,3,1,1,SC_059,2.298,20031,0.896,35,0,hospital_104,4.238,S_153,1.449
7243,-37.735799,144.828782,16 Cook Avenue,KEALBA,4268000,house,2011,3,1,1,SC_107,2.107,20002,2.723,33,0,hospital_005,2.996,S_222,2.343
2155,-37.786994,144.875196,31 Thomson Street,MAIDSTONE,5031000,house,2013,3,1,1,SC_043,1.414,20022,1.739,22,0,hospital_056,1.185,S_149,1.414
56939,-37.85438156,145.120163,9 Leonard Street,BURWOOD,8400000,house,2009,3,1,2,SC_042,3.588,19840,2.254,28,0,hospital_047,1.741,S_097,1.264
67034,-37.767664,145.362709,14 Kenthurst Court,LILYDALE,6615000,house,2015,4,2,2,SC_084,4.421,19876,1.89,60,0,hospital_113,0.941,S_081,1.44
12940,-37.711594,144.779238,30 Antonie Avenue,DELAHEY,3900000,house,2014,4,2,2,SC_107,3.034,20000,1.247,39,0,hospital_057,6.266,S_094,1.067
75825,-37.897415,145.090967,17 Palmerston Grove,OAKLEIGH,18000000,house,2015,4,2,2,SC_087,1.297,19917,0.404,34,0,hospital_166,1.334,S_026,1.282
37706,-37.645256,145.029365,7 Memorial Drive,EPPING,5252000,house,2016,3,2,2,SC_062,4.999,20005,0.797,43,0,hospital_053,1.335,S_196,1.888
37893,-37.776877999999996,145.024262,1 Monamore Street,FAIRFIELD,2805000,house,2016,4,2,3,SC_001,1.837,19931,0.638,20,0,hospital_029,1.401,S_219,1.812
48679,-37.812883,145.026692,7 Foley Street,KEW,17280000,house,2012,3,1,0,SC_083,1.151,19905,1.05,19,0,hospital_086,0.81,S_039,0.875
68848,-37.8567059,145.0412443,17 Euston Street,MALVERN,10500000,house,2012,3,2,1,SC_023,2.174,19911,0.818,15,0,hospital_183,0.79,S_235,1.15
22874,-37.73840332,144.9815369,49 Elizabeth Street,COBURG,3410000,house,2008,3,1,1,SC_103,1.802,19965,1.661,28,0,hospital_144,2.187,S_030,0.996
87360,-37.935129,145.018102,138 Ludstone Street,HAMPTON,8560000,house,2014,3,1,3,SC_046,1.842,19949,1.494,27,0,hospital_036,1.502,S_214,1.198
9804,-37.90215683,144.6339264,30 Black Forest Road,WERRIBEE,4277000,house,2009,3,1,2,SC_012,3.826,19921,2.408,40,0,hospital_073,4.873,S_050,2.821
48537,-37.80416,145.055295,52 Argyle Road,KEW,26880000,house,2016,4,2,2,SC_099,2.26,19903,2.194,23,0,hospital_064,0.795,S_137,1.484
96241,-37.92209,145.048986,8 Jeffrey Street,BENTLEIGH,14592000,house,2013,4,2,3,SC_046,2.152,19939,1.174,38,0,hospital_159,1.577,S_107,0.668
43166,-37.71857452,145.0741577,44 Wungan Street,MACLEOD,12000000,house,2009,3,1,2,SC_017,4.169,19983,0.938,31,0,hospital_037,2.389,S_020,2.755
55575,-37.845376,145.081794,36 Glencairn Avenue,CAMBERWELL,14490000,house,2014,4,2,2,SC_099,3.138,19850,0.57,32,0,hospital_089,1.726,S_160,1.495
84776,-37.877984,144.984788,21A Goldsmith Street,ELWOOD,7600000,house,2012,3,2,1,SC_015,1.095,19955,0.947,15,0,hospital_009,1.849,S_133,0.91
43920,-37.70494843,145.0767975,79 Ladd Street,WATSONIA,6192000,house,2009,3,1,0,SC_047,5.544,19984,0.909,34,0,hospital_037,1.755,S_020,2.049
89824,-37.96487045,145.079773,10 Kristine Court,CHELTENHAM,6880000,house,2007,4,2,1,SC_003,1.073,19866,2.222,37,0,hospital_109,0.506,S_003,2.15
49507,-37.806922,145.087566,41 Winmalee Road,BALWYN,14300000,house,2012,3,2,2,SC_099,3.241,19894,1.937,31,0,hospital_117,2.593,S_136,1.281
4198,-37.8403716,144.8739238,18/1-3 Johnston Street,NEWPORT,7650000,house,2013,2,1,1,SC_033,2.834,19994,0.89,21,0,hospital_141,2.901,S_056,2.479
57364,-37.818197,145.072443,57 Alexandra Avenue,CANTERBURY,22590000,house,2012,4,2,2,SC_099,1.44,19892,0.935,27,0,hospital_064,2.372,S_113,1.715
63042,-37.82504654,145.2438202,61 Campbell  Street,HEATHMONT,6760000,house,2008,2,1,1,SC_032,1.901,19871,0.37,46,0,hospital_105,1.55,S_190,1.913
86640,-37.914907,144.996851,36 Black Street,BRIGHTON,27560000,house,2015,4,2,2,SC_046,4.557,19951,0.055,22,0,hospital_156,0.582,S_009,0.106
32982,-37.734902,145.013767,584 Plenty Road,PRESTON,3800000,house,2011,2,1,1,SC_103,1.164,20011,1.208,29,0,hospital_139,2.374,S_084,0.994
92730,-37.99872971,145.085968,14 White Street,MORDIALLOC,3429000,house,2009,3,1,0,SC_003,3.084,19863,0.887,44,0,hospital_001,1.463,S_119,1.04
12666,-37.71296,144.768877,21 Dandarriga  Way,DELAHEY,5040000,house,2014,2,1,1,SC_048,3.281,20000,1.397,39,0,hospital_057,6.643,S_094,1.351
93381,-38.014218,145.099217,45 Eulinga Avenue,ASPENDALE,14161000,house,2015,4,2,2,SC_003,4.878,19863,1.323,44,0,hospital_001,3.501,S_119,1.296
2195,-37.780836,144.867134,35 Dunedin Street,MAIDSTONE,7140000,house,2013,3,1,2,SC_043,1.511,20022,2.083,22,0,hospital_056,2.165,S_149,1.511
8646,-37.7675897,144.7831882,7 Yirram Road,CAIRNLEA,8330000,house,2010,5,3,2,SC_102,4.727,20003,2.579,31,0,hospital_057,2.867,S_159,1.17
79,-37.829433,144.967758,84 Coventry Street,SOUTHBANK,15600000,house,2015,3,1,1,SC_101,0.927,19854,1.241,0,0,hospital_135,0.626,S_016,0.921
17797,-37.699079,144.933499,87 Hubert Avenue,GLENROY,4900000,house,2009,3,1,1,SC_030,3.988,20032,1.557,33,0,hospital_184,5.423,S_004,0.998
28233,-37.796425,144.980148,318 Young Street,FITZROY,20400000,house,2011,2,2,2,SC_008,1.942,19975,1.294,11,0,hospital_140,1.314,S_200,0.27
3920,-37.81720734,144.8899231,85 Simpson Street,YARRAVILLE,5670000,house,2007,2,1,0,SC_043,3.622,19996,0.151,16,0,hospital_056,2.7,S_201,1.966
96561,-38.002628,145.283315,17 George Chudleigh Drive,HALLAM,4059000,house,2011,3,1,2,SC_077,3.084,19885,2.059,59,0,hospital_069,3.6,S_212,1.566
25352,-37.610221,144.919502,13 Waterbury Turn,CRAIGIEBURN,6255000,house,2016,3,2,2,SC_016,1.995,40221,2.299,46,0,hospital_104,4.506,S_005,2.176
55083,-37.836344,145.074704,16 Bringa Avenue,CAMBERWELL,16080000,house,2012,3,1,3,SC_099,1.983,19851,0.394,30,0,hospital_168,2.041,S_160,0.358
12577,-37.704005,144.769178,2 Profita Avenue,SYDENHAM,6315000,house,2011,4,2,2,SC_048,4.04,20000,0.545,39,0,hospital_057,7.447,S_094,0.65
83832,-37.851808,145.003187,3 Bayview Street,PRAHRAN,11448000,house,2015,2,1,0,SC_066,0.983,19947,0.809,21,0,hospital_012,0.502,S_115,0.457
72871,-37.85042953,145.2986145,117 Albert Ave,BORONIA,11594000,house,2008,3,1,0,SC_049,4.968,19869,1.676,53,0,hospital_049,1.946,S_146,1.699
12527,-37.70429,144.753105,1A Enid Court,HILLSIDE,3270000,house,2014,3,1,1,SC_048,3.351,20000,1.889,39,0,hospital_057,8.268,S_163,1.148
87817,-37.936086,145.015946,55 Earlsfield Road,HAMPTON,21300000,house,2011,4,2,2,SC_046,2.003,19949,1.288,27,0,hospital_036,1.285,S_214,1.172
41655,-37.73322,145.062589,153 Grandview Grove,ROSANNA,15936000,house,2010,4,2,1,SC_017,2.563,19983,0.988,31,0,hospital_090,1.928,S_100,2.933
91433,-37.97568,145.029795,22 Mary Street,BEAUMARIS,7600000,house,2010,3,2,2,SC_079,3.116,19866,2.394,37,0,hospital_058,1.847,S_023,2.911
74039,-37.846756,145.292484,81 Army Road,BORONIA,5030000,house,2014,4,2,3,SC_022,5.371,19869,1.683,53,0,hospital_049,1.962,S_146,1.79
24046,-37.710662,144.974865,16 Percy Street,FAWKNER,6885000,house,2015,2,1,3,SC_030,3.256,19962,1.336,33,0,hospital_139,2.182,S_030,2.243
78258,-37.927869,145.174585,6 Whitehaven Crescent,MULGRAVE,11520000,house,2015,5,3,3,SC_073,2.604,19913,3.041,44,0,hospital_161,3.588,S_067,1.52
44544,-37.69221115,145.1321564,2 Solway Court,ST HELENA,5148000,house,2009,3,2,1,SC_051,3.188,19985,2.479,38,0,hospital_075,2.726,S_051,0.876
40113,-37.69652557,145.0447998,23 Glenn Crescent,BUNDOORA,3132000,house,2009,3,1,1,SC_047,4.849,20008,2.905,36,0,hospital_037,1.245,S_155,0.919
20311,-37.76046371,144.967453,10 Crisp Avenue,BRUNSWICK,11900000,house,2008,3,1,2,SC_030,3.476,19967,0.602,23,0,hospital_144,0.586,S_074,1.229
81890,-37.984472,145.241419,1A Kathryn Street,DOVETON,5670000,house,2014,4,2,2,SC_112,2.33,19888,2.847,54,0,hospital_119,1.971,S_195,1.627
5187,-37.86834,144.82413,4/21 Romawi Street,ALTONA,9933000,house,2014,2,1,2,SC_033,5.047,19926,0.502,30,0,hospital_141,5.963,S_128,0.517
66657,-37.782326,145.333491,7 Nolan Avenue,MOOROOLBARK,6108000,house,2015,3,1,2,SC_084,3.194,19877,1.875,54,0,hospital_113,2.94,S_081,2.865
75447,-37.9013086,145.0744034,77 Dalny Road,MURRUMBEENA,10100000,house,2011,4,2,2,SC_087,1.568,19918,0.77,32,0,hospital_159,2.412,S_167,1.567
24181,-37.697441,144.970956,22 Bungay Street,FAWKNER,5352000,house,2015,3,1,2,SC_030,4.303,19961,1.123,35,0,hospital_139,3.274,S_161,1.423
16345,-37.70237,144.926932,11 Glen Street,GLENROY,7656000,house,2010,3,1,1,SC_010,3.753,20032,0.889,33,0,hospital_184,4.844,S_209,0.48
6323,-37.780759,144.818044,19 Hutchinson Street,ALBION,3600000,house,2012,3,1,2,SC_102,1.377,20004,0.68,28,0,hospital_174,1.319,S_080,1.328
30778,-37.759982,145.0098,150 Raleigh Street,THORNBURY,6120000,house,2014,2,1,0,SC_103,2.373,20014,1.13,23,0,hospital_035,0.369,S_105,1.131
62237,-37.82294846,145.2289429,7 Ireland Street,RINGWOOD,9438000,house,2009,2,1,1,SC_032,1.135,19902,0.786,43,0,hospital_105,1.809,S_040,1.224
68570,-37.862522,145.02483,5 Valentine Grove,ARMADALE,17850000,house,2012,3,2,2,SC_023,2.198,19944,0.571,20,0,hospital_092,0.33,S_013,0.204
95991,-37.921497,145.039308,58 Mitchell Street,BENTLEIGH,16000000,house,2014,4,3,2,SC_046,2.006,19939,0.497,38,0,hospital_110,1.305,S_107,0.329
47666,-37.794597,145.036097,1  View Point,KEW,20570000,house,2014,3,2,2,SC_083,2.88,19931,1.853,20,0,hospital_029,1.217,S_039,1.324
45372,-37.696144,145.10628,62 Manatunga Circuit,GREENSBOROUGH,4976000,house,2011,3,3,2,SC_062,5.278,19985,0.886,38,0,hospital_075,1.001,S_210,0.841
25056,-37.606578,144.936936,10 Whitley Crescent,CRAIGIEBURN,3267000,house,2014,3,1,1,SC_110,0.971,40221,0.773,46,0,hospital_104,5.123,S_005,1.0
2263,-37.80668,144.88234,41 Empress Avenue,KINGSVILLE,9360000,house,2011,4,2,1,SC_043,2.336,20023,0.602,20,0,hospital_056,1.546,S_201,1.528
61759,-37.809078,145.23013,3/43-45 Warrandyte Road,RINGWOOD,7490000,house,2016,2,1,1,SC_032,0.425,19902,0.765,43,0,hospital_105,1.161,S_190,0.262
13337,-37.700449,144.76848,6 Steamtrain Close,SYDENHAM,6165000,house,2014,4,2,2,SC_048,4.329,20000,0.508,39,0,hospital_057,7.816,S_094,0.714
22142,-37.74838257,144.956604,18 Willow Grove,COBURG,8568000,house,2009,3,1,2,SC_030,1.868,19966,0.82,26,0,hospital_084,0.655,S_173,1.063
18325,-37.6937555,144.9182793,18 Bicknell Street,BROADMEADOWS,3380000,house,2012,3,1,1,SC_059,3.0,20031,0.263,35,0,hospital_104,4.797,S_209,1.453
35909,-37.679389,145.033395,19 Alfred Avenue,THOMASTOWN,4185000,house,2016,3,1,3,SC_062,5.532,20007,1.687,38,0,hospital_041,2.93,S_228,1.622
79286,-37.943213,145.161149,64 Gove Street,SPRINGVALE,7965000,house,2014,3,1,2,SC_073,4.654,19913,0.974,44,0,hospital_124,3.476,S_075,1.417
86279,-37.9082319,144.9882948,1A Young Street,BRIGHTON,16800000,house,2010,3,2,2,SC_015,4.452,19951,1.041,22,0,hospital_198,0.357,S_150,0.747
20582,-37.773828,144.953795,154 Gold Street,BRUNSWICK,10244000,house,2015,2,1,0,SC_011,3.447,19969,0.452,20,0,hospital_102,1.059,S_074,0.707
61609,-37.822799,145.223192,24 Heywood Street,RINGWOOD,5610000,house,2011,3,1,1,SC_032,1.223,19902,0.922,43,0,hospital_105,2.178,S_040,1.303
69398,-37.870958,145.074015,1/4 Taylor Street,ASHBURTON,6656000,house,2016,2,1,2,SC_042,1.693,19847,0.576,37,0,hospital_098,1.238,S_112,1.806
62296,-37.812602,145.226022,8 Bourke Street,RINGWOOD,13680000,house,2014,4,1,1,SC_032,0.246,19902,0.448,43,0,hospital_105,1.509,S_040,0.251
25296,-37.574799,144.938464,13 Earlston Place,CRAIGIEBURN,3150000,house,2016,3,1,1,SC_005,1.589,40221,3.038,46,0,hospital_104,8.597,S_178,2.173
34888,-37.72535,144.99657,4 PERSHING ST,RESERVOIR,8250000,house,2010,2,1,0,SC_103,1.654,20011,0.643,29,0,hospital_139,0.876,S_030,1.239
77108,-37.94745636,145.1145172,14 Rowson Grove,CLARINDA,6096000,house,2009,2,1,2,SC_003,3.455,19914,2.356,42,0,hospital_076,2.908,S_170,2.179
88413,-37.949781,145.025167,11 Dalmont Street,HIGHETT,19800000,house,2015,5,3,2,SC_079,1.398,19872,1.474,40,0,hospital_058,1.419,S_214,0.554
26032,-37.587951,144.939347,23 Crossdale Green,CRAIGIEBURN,5248000,house,2012,3,2,0,SC_110,1.138,40221,1.583,46,0,hospital_104,7.181,S_178,0.822
81650,-37.996558,145.236362,10 Oleander Street,DOVETON,6132000,house,2016,2,1,2,SC_077,1.421,19888,2.449,54,0,hospital_119,1.987,S_184,2.032
29499,-37.773074,145.009845,157 Mitchell Street,NORTHCOTE,11300000,house,2014,4,1,0,SC_001,2.869,19929,0.695,16,0,hospital_035,1.145,S_105,2.51
30465,-37.766523,145.014048,89 Christmas Street,NORTHCOTE,12800000,house,2011,3,1,3,SC_001,2.446,19930,1.43,18,0,hospital_035,0.678,S_105,1.949
58202,-37.821728,145.147619,52A Laburnum Street,BLACKBURN,12825000,house,2013,3,2,2,SC_002,2.114,19898,0.28,35,0,hospital_060,1.455,S_018,1.079
56462,-37.850626,145.11701,252 Burwood Highway,BURWOOD,19180000,house,2015,3,1,0,SC_037,3.548,19840,2.594,28,0,hospital_047,1.696,S_097,1.547
47743,-37.794371,145.037532,104 Willsmere Road,KEW,13090000,house,2014,3,2,2,SC_083,2.91,19931,1.862,20,0,hospital_029,1.319,S_039,1.395
60131,-37.82704544,145.186554,6 Carween Avenue,MITCHAM,8670000,house,2008,3,1,1,SC_088,1.056,19900,1.113,40,0,hospital_010,1.962,S_202,0.973
79217,-37.952125,145.144231,56 Princess Avenue,SPRINGVALE,10020000,house,2014,3,1,1,SC_057,5.191,19913,0.86,44,0,hospital_124,3.656,S_075,0.665
60172,-37.816281,145.199192,628 Whitehorse Road,MITCHAM,5490000,house,2014,3,1,0,SC_088,1.758,19900,0.663,40,0,hospital_010,0.788,S_202,2.191
13618,-37.74118423,144.8924103,1 Gibson Court,ESSENDON,8772000,house,2008,2,1,1,SC_082,1.409,20036,2.599,24,0,hospital_184,1.122,S_198,1.577
32854,-37.736747,144.994557,492 Murray Road,PRESTON,9072000,house,2013,2,1,1,SC_103,0.723,20012,0.567,27,0,hospital_139,2.157,S_085,0.73
57759,-37.832999,145.162355,2 Boulton Road,BLACKBURN,23100000,house,2016,5,3,1,SC_002,1.715,19899,1.766,37,0,hospital_061,0.551,S_066,0.365
9580,-37.857774,144.721758,54 Cuthbert Avenue,TRUGANINA,3920000,house,2016,4,2,2,SC_053,1.759,46468,2.628,33,0,hospital_073,4.295,S_007,2.146
43284,-37.718573,145.059905,75 Ernest Jones Drive,MACLEOD,4185000,house,2013,4,2,2,SC_047,3.425,19983,1.161,31,0,hospital_025,1.484,S_155,2.256
22417,-37.748348,144.96359,26 Reynard Street,COBURG,8140000,house,2010,4,2,2,SC_030,2.134,19965,0.669,28,0,hospital_084,0.786,S_173,0.682
60763,-37.833317,145.190239,45 Carinya Road,VERMONT,11984000,house,2014,4,2,2,SC_088,1.818,19900,1.711,40,0,hospital_010,2.568,S_202,1.617
73093,-37.858403,145.267712,185 Scoresby Road,BORONIA,3640000,house,2010,3,1,2,SC_049,5.361,19869,1.483,53,0,hospital_002,0.329,S_024,1.527
88931,-37.949919,145.034349,53 Tibrockney Street,HIGHETT,14671000,house,2011,2,1,2,SC_079,0.597,19872,0.681,40,0,hospital_058,1.876,S_069,0.596
34054,-37.73147583,145.0267181,18 Newton Sreet,RESERVOIR,7205000,house,2010,3,1,0,SC_047,0.849,20011,2.136,29,0,hospital_025,2.17,S_225,0.752
74061,-37.852799,145.270082,9 Devenish Road,BORONIA,9600000,house,2015,3,2,1,SC_049,5.718,19870,1.244,50,0,hospital_002,0.341,S_139,1.13
39033,-37.7600975,145.0319519,8 Malta Street,IVANHOE,3415500,house,2008,5,1,0,SC_001,1.228,19933,1.538,23,0,hospital_039,0.379,S_219,1.25
4550,-37.8418541,144.8784332,56 Mason Street,NEWPORT,6454000,house,2008,3,1,0,SC_033,3.257,19994,0.464,21,0,hospital_141,2.561,S_056,2.903
51837,-37.803957,145.192324,20 Cherry Grove,DONVALE,5560000,house,2014,2,1,1,SC_088,2.045,19900,1.565,40,0,hospital_070,0.667,S_202,2.634
81625,-37.98685455,145.2333069,1/178 Kidds Road,DOVETON,2870000,house,2006,3,1,0,SC_112,1.601,19888,2.098,54,0,hospital_119,1.273,S_184,1.471
92969,-38.00031281,145.0873871,21 Barkly Street,MORDIALLOC,11355000,house,2008,4,2,2,SC_003,3.252,19863,0.698,44,0,hospital_001,1.671,S_119,0.864
94132,-38.080038,145.122993,1A/680 Nepean Highway,CARRUM,9276000,house,2015,3,2,2,SC_070,5.293,19858,0.575,54,0,hospital_043,7.794,S_077,2.927
36652,-37.647955,145.022403,1 Pine Vale Court,EPPING,6035000,house,2015,3,1,2,SC_062,5.577,20005,0.84,43,0,hospital_053,0.659,S_196,1.557
93801,-38.060276,145.129884,101 Bondi Road,BONBEACH,8330000,house,2011,2,1,2,SC_070,5.582,19859,0.942,51,0,hospital_096,8.249,S_077,1.393
24745,-37.675197,144.963018,4 Maple Court,CAMPBELLFIELD,4260000,house,2015,3,1,2,SC_072,4.509,19960,1.757,39,0,hospital_104,4.64,S_161,1.649
30475,-37.775752,144.996953,9 Campbell Grove,NORTHCOTE,8943000,house,2014,2,1,0,SC_001,4.041,20017,0.421,18,0,hospital_035,1.721,S_105,2.81
69396,-37.86700058,145.0901184,1/4 Hudson Court,ASHBURTON,4350000,house,2008,2,1,1,SC_042,1.158,19839,0.825,26,0,hospital_098,0.567,S_112,0.326
58550,-37.8291935,145.1868686,123 Rooks Road,NUNAWADING,6952000,house,2013,3,1,1,SC_088,1.272,19900,1.323,40,0,hospital_010,2.181,S_202,1.106
59468,-37.826502,145.190527,16 Ronald Street,MITCHAM,11152000,house,2010,3,1,0,SC_088,1.251,19900,0.954,40,0,hospital_010,1.814,S_202,1.291
